country_name,country_code,series_code,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019
Mauritius,MUS,PVTD_CHE,55.7299995422363,55.6599998474121,55.4599990844727,55.560001373291,52.6699981689453
Mauritania,MRT,PVTD_CHE,52.7400016784668,58.9099998474121,54.3400001525879,51.4599990844727,50.6500015258789
Morocco,MAR,PVTD_CHE,58.2400016784668,57.3400001525879,56.7799987792969,59.6300010681152,59.4099998474121
Mozambique,MOZ,PVTD_CHE,18.2900009155273,17.2900009155273,15.8500003814697,15.3199996948242,16
Namibia,NAM,PVTD_CHE,52.0800018310547,46.1300010681152,46.7200012207031,48.7700004577637,48.4500007629395
Niger,NER,PVTD_CHE,54.6599998474121,60.9500007629395,51.7200012207031,54.8800010681152,49.060001373291
Nigeria,NGA,PVTD_CHE,73.6399993896484,76.6600036621094,77.8899993896484,76.5199966430664,71.3000030517578
Rwanda,RWA,PVTD_CHE,26.1599998474121,24.6499996185303,25.7800006866455,25.5799999237061,26.2600002288818
Sao Tome and Principe,STP,PVTD_CHE,17.3500003814697,15.8000001907349,16.0699996948242,18.1200008392334,19.2199993133545
Senegal,SEN,PVTD_CHE,57.4099998474121,57.5999984741211,59.8899993896484,55.7400016784668,57.0299987792969
Seychelles,SYC,PVTD_CHE,28.9500007629395,26.9300003051758,26.3700008392334,25.7900009155273,27.2700004577637
Sierra Leone,SLE,PVTD_CHE,41.7900009155273,47.8300018310547,56.189998626709,61.8600006103516,56.0099983215332
Somalia,SOM,PVTD_CHE,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,PVTD_CHE,41.25,41.3499984741211,41.7999992370605,41.5699996948242,40.1399993896484
South Sudan,SSD,PVTD_CHE,NULL,NULL,23.4400005340576,26.5499992370605,28.7299995422363
Sudan,SDN,PVTD_CHE,66.9199981689453,74.4499969482422,76.620002746582,70.3000030517578,70.75
Eswatini,SWZ,PVTD_CHE,25.5799999237061,25.6200008392334,25.5100002288818,22.0799999237061,23.1499996185303
Tanzania,TZA,PVTD_CHE,27.7099990844727,22.9599990844727,22.1399993896484,21.6499996185303,22.9699993133545
Togo,TGO,PVTD_CHE,65.4400024414063,62.7299995422363,68.8399963378906,73.75,75.8099975585938
Tunisia,TUN,PVTD_CHE,45.9700012207031,44.6300010681152,43.4900016784668,43.3400001525879,42.5
Uganda,UGA,PVTD_CHE,41.9199981689453,43.060001373291,40.8899993896484,39.7099990844727,42.8600006103516
Zimbabwe,ZWE,PVTD_CHE,54.9300003051758,48.7799987792969,45.2799987792969,42.7700004577637,52.810001373291
Zambia,ZMB,PVTD_CHE,16.5,19.2199993133545,19.0699996948242,16.6299991607666,16.2099990844727
Algeria,DZA,PVTD_CAP,86.0500030517578,84.2099990844727,87.7900009155273,87.3600006103516,86.7600021362305
Angola,AGO,PVTD_CAP,54.25,49.6699981689453,57.8600006103516,47.6599998474121,39.6599998474121
Benin,BEN,PVTD_CAP,14.289999961853,14.4300003051758,14.710000038147,15.6499996185303,15.4399995803833
Botswana,BWA,PVTD_CAP,98.1699981689453,112.029998779297,71.3199996948242,75.0500030517578,73.8099975585938
Burkina Faso,BFA,PVTD_CAP,15.7399997711182,14.9300003051758,17.2299995422363,17.0400009155273,17.9500007629395
Burundi,BDI,PVTD_CAP,10.3299999237061,9.38000011444092,9.93000030517578,8.88000011444092,8.43000030517578
Cameroon,CMR,PVTD_CAP,39.810001373291,40.7200012207031,42.9599990844727,45.310001373291,44.5099983215332
Cabo Verde,CPV,PVTD_CAP,44.060001373291,47.5400009155273,51.8800010681152,56.5,48.7299995422363
Central African Republic,CAF,PVTD_CAP,9.40999984741211,12.3000001907349,17.3099994659424,22.7399997711182,22.8099994659424
Chad,TCD,PVTD_CAP,21.6599998474121,21.8099994659424,19.7099990844727,20.1499996185303,18.5799999237061
Comoros,COM,PVTD_CAP,45.2099990844727,44.4199981689453,46.9799995422363,49.4599990844727,47.9900016784668
"Congo, Dem. Rep.",COD,PVTD_CAP,8.69999980926514,9.07999992370605,9.23999977111816,9.21000003814697,9.32999992370605
"Congo, Rep.",COG,PVTD_CAP,21.3799991607666,29.4500007629395,29.7800006866455,29.2800006866455,26.25
Cote d'Ivoire,CIV,PVTD_CAP,39.3400001525879,40.0699996948242,40.6399993896484,42.3300018310547,41.810001373291
Djibouti,DJI,PVTD_CAP,17.9099998474121,18.8700008392334,20.0200004577637,21.9099998474121,15.8100004196167
"Egypt, Arab Rep.",EGY,PVTD_CAP,125.75,104.559997558594,78.3199996948242,88.6399993896484,106.620002746582
Equatorial Guinea,GNQ,PVTD_CAP,262.299987792969,223.160003662109,223.009994506836,240.809997558594,198.389999389648
Eritrea,ERI,PVTD_CAP,11.3000001907349,12.789999961853,8.51000022888184,11.7299995422363,10.9099998474121
Ethiopia,ETH,PVTD_CAP,13.5100002288818,13.7299995422363,9.89999961853027,9.85999965667725,11.5500001907349
Gabon,GAB,PVTD_CAP,79.0299987792969,75.1399993896484,72.5999984741211,87.7799987792969,84.120002746582
"Gambia, The",GMB,PVTD_CAP,7.05000019073486,7.26000022888184,7.19999980926514,7.8600001335144,8.17000007629395
Ghana,GHA,PVTD_CAP,32.2299995422363,32.6599998474121,36.810001373291,38.0499992370605,36.5
Guinea,GIN,PVTD_CAP,30.8999996185303,23.8999996185303,25.1800003051758,25.9599990844727,28.7000007629395
Guinea-Bissau,GNB,PVTD_CAP,37.7200012207031,39.2599983215332,40.3699989318848,41.0200004577637,42.7400016784668
Kenya,KEN,PVTD_CAP,29.1000003814697,29.7199993133545,23.4200000762939,25.5400009155273,29.6200008392334
Lesotho,LSO,PVTD_CAP,17.3600006103516,15.8199996948242,17.75,18.1200008392334,17.6100006103516
Liberia,LBR,PVTD_CAP,40.7000007629395,38.9700012207031,36.8300018310547,34.5200004577637,31.1299991607666
Libya,LBY,PVTD_CAP,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,PVTD_CAP,7.34000015258789,7.11999988555908,7.71000003814697,7.84999990463257,7.8600001335144
Malawi,MWI,PVTD_CAP,6.36999988555908,7.48999977111816,6.71000003814697,6.78000020980835,7.25
Mali,MLI,PVTD_CAP,11.2200002670288,11.1199998855591,11.9899997711182,11.4099998474121,11.2799997329712
Mauritius,MUS,PVTD_CAP,294.880004882813,307.929992675781,337.820007324219,364.829986572266,361.260009765625
Mauritania,MRT,PVTD_CAP,29.5300006866455,28.0400009155273,28.6200008392334,29.4899997711182,29.3199996948242
Morocco,MAR,PVTD_CAP,86.120002746582,88.3600006103516,91.620002746582,104.220001220703,103.5
Mozambique,MOZ,PVTD_CAP,7.23999977111816,5.32000017166138,5.67999982833862,6.23999977111816,6.30999994277954
Namibia,NAM,PVTD_CAP,254.539993286133,195.550003051758,218.679992675781,226.520004272461,206.990005493164
Niger,NER,PVTD_CAP,14.1499996185303,13.7600002288818,14.9300003051758,16.6100006103516,15.3999996185303
Nigeria,NGA,PVTD_CAP,72.0199966430664,60.8499984741211,57.5499992370605,50.9199981689453,50.9599990844727
Rwanda,RWA,PVTD_CAP,13.0799999237061,12.7799997329712,12.7200002670288,13.3800001144409,13.5
Sao Tome and Principe,STP,PVTD_CAP,14.7799997329712,17.3799991607666,18.7999992370605,20.8400001525879,20.8400001525879
Senegal,SEN,PVTD_CAP,30.6800003051758,31.1700000762939,32.5999984741211,34.4500007629395,33.7000007629395
Seychelles,SYC,PVTD_CAP,192.699996948242,208.050003051758,205.100006103516,216.699996948242,228.979995727539
Sierra Leone,SLE,PVTD_CAP,50.5299987792969,41.6599998474121,26.2299995422363,27.3799991607666,25.8500003814697
Somalia,SOM,PVTD_CAP,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,PVTD_CAP,207.789993286133,192.330001831055,223.369995117188,234.669998168945,219.419998168945
South Sudan,SSD,PVTD_CAP,NULL,NULL,6.17999982833862,7.09000015258789,6.5
Sudan,SDN,PVTD_CAP,106.330001831055,123.470001220703,147.570007324219,41.8400001525879,33.2000007629395
Eswatini,SWZ,PVTD_CAP,66.370002746582,59.8699989318848,69.7399978637695,65.8099975585938,61.1199989318848
Tanzania,TZA,PVTD_CAP,9.3100004196167,8.53999996185303,8.8100004196167,9.10000038146973,9.27000045776367
Togo,TGO,PVTD_CAP,24.9799995422363,26.9699993133545,37.1399993896484,40.4799995422363,38.7799987792969
Tunisia,TUN,PVTD_CAP,117.559997558594,109.089996337891,103.220001220703,102.610000610352,99.0500030517578
Uganda,UGA,PVTD_CAP,16.5,16.4699993133545,12.5500001907349,12.7299995422363,13.8900003433228
Zimbabwe,ZWE,PVTD_CAP,59.1500015258789,54.8400001525879,52.3600006103516,60.4599990844727,54.4099998474121
Zambia,ZMB,PVTD_CAP,9.78999996185303,11.0200004577637,12.8199996948242,12.6899995803833,11.2399997711182
Algeria,DZA,PVTD_CAP_PPP,247.479995727539,248.029998779297,250.729995727539,250.820007324219,262.320007324219
Angola,AGO,PVTD_CAP_PPP,95.5299987792969,100.639999389648,103.279998779297,102.900001525879,98.9899978637695
Benin,BEN,PVTD_CAP_PPP,38.2999992370605,39.8800010681152,39.4099998474121,40.8300018310547,43.4599990844727
Botswana,BWA,PVTD_CAP_PPP,224.460006713867,266.929992675781,155.889999389648,163.75,171.990005493164
Burkina Faso,BFA,PVTD_CAP_PPP,41.2900009155273,41.1199989318848,47.9199981689453,45.5099983215332,51.8899993896484
Burundi,BDI,PVTD_CAP_PPP,28.4500007629395,26.5,26.2099990844727,25.4899997711182,25.3199996948242
Cameroon,CMR,PVTD_CAP_PPP,97.7799987792969,101.629997253418,107.139999389648,109.01000213623,112.309997558594
Cabo Verde,CPV,PVTD_CAP_PPP,86.8000030517578,96.0100021362305,104.680000305176,109.860000610352,101.269996643066
Central African Republic,CAF,PVTD_CAP_PPP,19.6299991607666,26.0200004577637,35.0499992370605,45.6800003051758,48.0900001525879
Chad,TCD,PVTD_CAP_PPP,50.810001373291,52.3600006103516,46.9700012207031,44.810001373291,43.2000007629395
Comoros,COM,PVTD_CAP_PPP,98.5899963378906,99.9300003051758,107.610000610352,109.730003356934,111.910003662109
"Congo, Dem. Rep.",COD,PVTD_CAP_PPP,15.8299999237061,18.5699996948242,20.9599990844727,18.3799991607666,18.4200000762939
"Congo, Rep.",COG,PVTD_CAP_PPP,40.5099983215332,55.1199989318848,58.0900001525879,45.4599990844727,44.1599998474121
Cote d'Ivoire,CIV,PVTD_CAP_PPP,92.7900009155273,94.0899963378906,92.9899978637695,94.3300018310547,99.9800033569336
Djibouti,DJI,PVTD_CAP_PPP,30.8099994659424,31.6100006103516,33.5499992370605,37.4700012207031,26.6399993896484
"Egypt, Arab Rep.",EGY,PVTD_CAP_PPP,421.179992675781,408.980010986328,426.329986572266,406.720001220703,414.290008544922
Equatorial Guinea,GNQ,PVTD_CAP_PPP,558.900024414063,493.570007324219,520.200012207031,495.079986572266,472.779998779297
Eritrea,ERI,PVTD_CAP_PPP,29.8199996948242,33.7999992370605,23.4599990844727,35.5099983215332,35.3499984741211
Ethiopia,ETH,PVTD_CAP_PPP,35.7900009155273,37.0499992370605,27.7199993133545,28.9400005340576,32.439998626709
Gabon,GAB,PVTD_CAP_PPP,157.300003051758,153.690002441406,150.669998168945,166.630004882813,169.080001831055
"Gambia, The",GMB,PVTD_CAP_PPP,22.0699996948242,21.75,21.9699993133545,23.7199993133545,24.3799991607666
Ghana,GHA,PVTD_CAP_PPP,94.5699996948242,82.6800003051758,90.7799987792969,91.9300003051758,93.6800003051758
Guinea,GIN,PVTD_CAP_PPP,73.0800018310547,67.8399963378906,71.1500015258789,75.5299987792969,79.7399978637695
Guinea-Bissau,GNB,PVTD_CAP_PPP,99.8499984741211,103.680000305176,105.230003356934,105.230003356934,127.330001831055
Kenya,KEN,PVTD_CAP_PPP,73.1699981689453,76.5899963378906,60.2799987792969,64.4000015258789,73.7300033569336
Lesotho,LSO,PVTD_CAP_PPP,46.6100006103516,46.4300003051758,42.9500007629395,41.75,44.4599990844727
Liberia,LBR,PVTD_CAP_PPP,74.0299987792969,75.1999969482422,79.9000015258789,78.1500015258789,74.629997253418
Libya,LBY,PVTD_CAP_PPP,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,PVTD_CAP_PPP,24.2900009155273,24.0200004577637,23.7199993133545,24.5900001525879,25.8199996948242
Malawi,MWI,PVTD_CAP_PPP,17.0499992370605,24.2999992370605,19.5100002288818,19,19.4799995422363
Mali,MLI,PVTD_CAP_PPP,30.3600006103516,31.1800003051758,32.4700012207031,29.8299999237061,31.1000003814697
Mauritius,MUS,PVTD_CAP_PPP,612.330017089844,658.409973144531,690,740.489990234375,777.320007324219
Mauritania,MRT,PVTD_CAP_PPP,81.379997253418,85.7399978637695,92.0699996948242,95.1399993896484,94.7399978637695
Morocco,MAR,PVTD_CAP_PPP,210.410003662109,216.979995727539,220.699996948242,246.360000610352,252.179992675781
Mozambique,MOZ,PVTD_CAP_PPP,15.8599996566772,16.9099998474121,15.789999961853,16.3799991607666,16.7700004577637
Namibia,NAM,PVTD_CAP_PPP,552.760009765625,448.440002441406,414.670013427734,419.359985351563,420.209991455078
Niger,NER,PVTD_CAP_PPP,33.4700012207031,31.7199993133545,33.5400009155273,35.7000007629395,35.560001373291
Nigeria,NGA,PVTD_CAP_PPP,143.130004882813,146.380004882813,151.75,124.889999389648,115.730003356934
Rwanda,RWA,PVTD_CAP_PPP,31.4200000762939,32.2999992370605,32.5400009155273,36.5299987792969,38.2799987792969
Sao Tome and Principe,STP,PVTD_CAP_PPP,35.5499992370605,39.5200004577637,40.6500015258789,42.9300003051758,43.5900001525879
Senegal,SEN,PVTD_CAP_PPP,74.7600021362305,75.4899978637695,76.6900024414063,79.8000030517578,82.5800018310547
Seychelles,SYC,PVTD_CAP_PPP,314.529998779297,354.570007324219,351.269989013672,379.140014648438,400.470001220703
Sierra Leone,SLE,PVTD_CAP_PPP,136.419998168945,132.669998168945,86.2900009155273,87.370002746582,87.9400024414063
Somalia,SOM,PVTD_CAP_PPP,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,PVTD_CAP_PPP,455.119995117188,459.339996337891,463.079986572266,476.359985351563,476.549987792969
South Sudan,SSD,PVTD_CAP_PPP,NULL,NULL,19.7900009155273,17.0499992370605,18.0900001525879
Sudan,SDN,PVTD_CAP_PPP,215.850006103516,227.350006103516,213.520004272461,142.300003051758,144.720001220703
Eswatini,SWZ,PVTD_CAP_PPP,159.089996337891,152.149993896484,149.729995727539,139.839996337891,141.320007324219
Tanzania,TZA,PVTD_CAP_PPP,23.0599994659424,21.8999996185303,22.1900005340576,22.7600002288818,22.8199996948242
Togo,TGO,PVTD_CAP_PPP,61.1500015258789,65.620002746582,89.9599990844727,94.6999969482422,95.1800003051758
Tunisia,TUN,PVTD_CAP_PPP,310.769989013672,305.600006103516,314.459991455078,328.989990234375,335.329986572266
Uganda,UGA,PVTD_CAP_PPP,47.5200004577637,46.4700012207031,35.6599998474121,36.5900001525879,39.5999984741211
Zimbabwe,ZWE,PVTD_CAP_PPP,109.669998168945,105.080001831055,102.419998168945,115.129997253418,110.069999694824
Zambia,ZMB,PVTD_CAP_PPP,25.1100006103516,29.2900009155273,29.1000003814697,30.1800003051758,31.2099990844727
Algeria,DZA,EXT_EHE,57.4599990844727,37.8499984741211,24.4699993133545,23.4799995422363,61.4199981689453
Angola,AGO,EXT_EHE,28,29.7999992370605,37.75,32.060001373291,33.0299987792969
Benin,BEN,EXT_EHE,54.189998626709,45.5099983215332,56.3800010681152,71.1999969482422,62.5699996948242
Botswana,BWA,EXT_EHE,73.1900024414063,58.7599983215332,29.9099998474121,60.4599990844727,64.6500015258789
Burkina Faso,BFA,EXT_EHE,99.9199981689453,89.6699981689453,96.3300018310547,87.3199996948242,88.7900009155273
Burundi,BDI,EXT_EHE,6.53000020980835,72.4599990844727,77.5699996948242,80.0899963378906,73.8499984741211
Cameroon,CMR,EXT_EHE,55.1399993896484,55.939998626709,58.4000015258789,60.2000007629395,65.879997253418
Cabo Verde,CPV,EXT_EHE,61.7599983215332,68.6100006103516,83.9700012207031,81.6800003051758,74.2799987792969
Central African Republic,CAF,EXT_EHE,31.8799991607666,45.6100006103516,14.7600002288818,13.9200000762939,23.7900009155273
Chad,TCD,EXT_EHE,41.7599983215332,55.1500015258789,25.6499996185303,45.7799987792969,55
Comoros,COM,EXT_EHE,89.5100021362305,42.1599998474121,67.0100021362305,60.4300003051758,98.5100021362305
"Congo, Dem. Rep.",COD,EXT_EHE,71.2600021362305,52.0800018310547,49.8400001525879,44.8800010681152,53.6800003051758
"Congo, Rep.",COG,EXT_EHE,94.3199996948242,78.7900009155273,81.5199966430664,84.7300033569336,42.1699981689453
Cote d'Ivoire,CIV,EXT_EHE,28.8799991607666,51.9799995422363,58.7599983215332,39.439998626709,59.1699981689453
Djibouti,DJI,EXT_EHE,97.0999984741211,51.4799995422363,29.5599994659424,24.8099994659424,27.4799995422363
"Egypt, Arab Rep.",EGY,EXT_EHE,NULL,85.0299987792969,41.560001373291,87.2399978637695,90.2300033569336
Equatorial Guinea,GNQ,EXT_EHE,54.3899993896484,26.8199996948242,58.6100006103516,54.1599998474121,5.42000007629395
Eritrea,ERI,EXT_EHE,89.6600036621094,69.3399963378906,78.7900009155273,83.3300018310547,58.8600006103516
Ethiopia,ETH,EXT_EHE,66.1699981689453,80.9700012207031,55.8699989318848,57.3600006103516,58.7000007629395
Gabon,GAB,EXT_EHE,23.1299991607666,18.2999992370605,19.1700000762939,9.11999988555908,NULL
"Gambia, The",GMB,EXT_EHE,45.1500015258789,36.3400001525879,39.2000007629395,61.3400001525879,64.25
Ghana,GHA,EXT_EHE,67.1399993896484,39.439998626709,53.8800010681152,54.7200012207031,47.6599998474121
Guinea,GIN,EXT_EHE,90.6600036621094,97.3399963378906,70.3000030517578,91.8899993896484,93.9499969482422
Guinea-Bissau,GNB,EXT_EHE,28.8700008392334,19.7600002288818,21.75,27.3299999237061,37.5400009155273
Kenya,KEN,EXT_EHE,33.4000015258789,40.2099990844727,16.8400001525879,25.2800006866455,15.8199996948242
Lesotho,LSO,EXT_EHE,49.6300010681152,51.1699981689453,47.5,53.5200004577637,54.8499984741211
Liberia,LBR,EXT_EHE,46.9900016784668,48.2599983215332,46.3699989318848,41.5699996948242,24.2199993133545
Libya,LBY,EXT_EHE,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,EXT_EHE,28.7999992370605,24.9699993133545,29.6499996185303,24.9300003051758,30.3899993896484
Malawi,MWI,EXT_EHE,30.7099990844727,12.6800003051758,3.17000007629395,1.87000000476837,3.29999995231628
Mali,MLI,EXT_EHE,40.1199989318848,35.810001373291,72.4499969482422,43.0299987792969,28.1800003051758
Mauritius,MUS,EXT_EHE,94.0999984741211,16.8999996185303,77.5999984741211,54.2599983215332,40.1199989318848
Mauritania,MRT,EXT_EHE,98.5500030517578,90.0599975585938,65.2699966430664,64.7099990844727,67.1399993896484
Morocco,MAR,EXT_EHE,84.5100021362305,NULL,99.9100036621094,NULL,89.129997253418
Mozambique,MOZ,EXT_EHE,44.0900001525879,58.8800010681152,63,59.9799995422363,52.0299987792969
Namibia,NAM,EXT_EHE,19.5300006866455,21.0799999237061,23.2299995422363,41.5499992370605,42.0299987792969
Niger,NER,EXT_EHE,57.4199981689453,87.6999969482422,83.3199996948242,86.379997253418,88.8399963378906
Nigeria,NGA,EXT_EHE,27.7800006866455,26.0599994659424,3.70000004768372,1.72000002861023,22.9400005340576
Rwanda,RWA,EXT_EHE,64.1500015258789,64.2099990844727,66.6500015258789,65.6900024414063,62.9099998474121
Sao Tome and Principe,STP,EXT_EHE,21.5799999237061,20.8999996185303,13.2399997711182,20.2000007629395,31.4599990844727
Senegal,SEN,EXT_EHE,99.9599990844727,99.9899978637695,40.9599990844727,60.560001373291,36.560001373291
Seychelles,SYC,EXT_EHE,NULL,79.2300033569336,8.23999977111816,0,NULL
Sierra Leone,SLE,EXT_EHE,23.1700000762939,46.7999992370605,54.9199981689453,74.8300018310547,65.5199966430664
Somalia,SOM,EXT_EHE,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,EXT_EHE,0,0,0,0,0
South Sudan,SSD,EXT_EHE,NULL,NULL,0.00999999977648258,0.00999999977648258,0.0199999995529652
Sudan,SDN,EXT_EHE,11.2200002670288,9.64999961853027,6.51999998092651,16.7700004577637,38.0499992370605
Eswatini,SWZ,EXT_EHE,28.2600002288818,26.3500003814697,0.0299999993294477,51.2700004577637,55.3199996948242
Tanzania,TZA,EXT_EHE,55.7000007629395,55.5,60.7599983215332,58.439998626709,46.1599998474121
Togo,TGO,EXT_EHE,89.7300033569336,85.9300003051758,99.879997253418,NULL,96.9400024414063
Tunisia,TUN,EXT_EHE,NULL,88.8899993896484,92.6600036621094,87.5199966430664,89.1100006103516
Uganda,UGA,EXT_EHE,8.88000011444092,0.00999999977648258,0.109999999403954,0.0900000035762787,0.0700000002980232
Zimbabwe,ZWE,EXT_EHE,39.25,15.0100002288818,11.4300003051758,12.7600002288818,14.8800001144409
Zambia,ZMB,EXT_EHE,21.4400005340576,36.1800003051758,45.1800003051758,46.1500015258789,48.9300003051758
Algeria,DZA,EXT_CHE,0.0299999993294477,0.0199999995529652,0.0299999993294477,0.0299999993294477,0.0399999991059303
Angola,AGO,EXT_CHE,2.67000007629395,3.64000010490417,3.10999989509583,3.32999992370605,3.17000007629395
